"No.","Time","Source","Destination","Protocol","Length","Info"
"1766","53.665885","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1767","53.667135","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1768","53.668432","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1769","53.669730","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1770","53.671678","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1520076 Win=63712 Len=0 TSval=46739402 TSecr=595551679"
"1771","53.671751","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1522972 Win=63712 Len=0 TSval=46739403 TSecr=595551679"
"1772","53.671829","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1525868 Win=63712 Len=0 TSval=46739403 TSecr=595551679"
"1773","53.673097","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1774","53.674390","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1775","53.675691","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1776","53.676943","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1777","53.678241","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1778","53.679477","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1779","53.680773","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1780","53.682011","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1528764 Win=63712 Len=0 TSval=46739404 TSecr=595551679"
"1781","53.682083","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1531660 Win=63712 Len=0 TSval=46739404 TSecr=595551679"
"1782","53.683397","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1783","53.684633","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1784","53.685870","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1785","53.687100","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1786","53.852993","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1534556 Win=63712 Len=0 TSval=46739437 TSecr=595551714"
"1787","53.854372","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1788","53.855600","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1789","54.158068","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1540348 Win=63712 Len=0 TSval=46739438 TSecr=595551714"
"1790","54.158132","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1543244 Win=63712 Len=0 TSval=46739438 TSecr=595551715"
"1791","54.159455","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1792","54.159536","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1546140 Win=63712 Len=0 TSval=46739439 TSecr=595551715"
"1793","54.159670","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1549036 Win=63712 Len=0 TSval=46739440 TSecr=595551715"
"1794","54.159777","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1550484 Win=63712 Len=0 TSval=46739440 TSecr=595551715"
"1795","54.159840","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1553380 Win=63712 Len=0 TSval=46739440 TSecr=595551716"
"1796","54.159974","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1556276 Win=63712 Len=0 TSval=46739440 TSecr=595551716"
"1797","54.160048","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1559172 Win=63712 Len=0 TSval=46739457 TSecr=595551733"
"1798","54.161818","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1799","54.163050","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1800","54.164286","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1801","54.165523","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1802","54.166764","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1803","54.167997","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1804","54.169234","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1805","54.170470","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1806","54.171700","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1807","54.172933","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1808","54.174169","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1809","54.175409","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1810","54.176641","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1811","54.177879","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1812","54.179113","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1813","54.180348","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1814","54.181119","192.150.187.11","146.164.69.8","HTTP","924","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1815","54.476078","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739489 TSecr=595551764"
"1816","54.476149","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#1] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739489 TSecr=595551764"
"1817","54.476222","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#2] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739489 TSecr=595551764"
"1818","54.476544","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#3] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739489 TSecr=595551764"
"1819","54.476618","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#4] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1820","54.476690","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#5] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1821","54.476824","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#6] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1822","54.476897","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#7] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1823","54.476970","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#8] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1824","54.478356","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1825","54.479878","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1826","54.481135","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Fast Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1827","54.481198","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#9] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1828","54.481272","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#10] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739490 TSecr=595551764"
"1829","54.481345","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#11] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739491 TSecr=595551764"
"1830","54.481418","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#12] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739491 TSecr=595551764"
"1831","54.482702","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1832","54.483935","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1833","54.684321","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#13] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739520 TSecr=595551764"
"1834","54.685666","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1835","54.694803","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1815#14] 33397 > http [ACK] Seq=748 Ack=1562068 Win=63712 Len=0 TSval=46739521 TSecr=595551764"
"1836","54.696165","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1837","54.956298","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1580892 Win=46336 Len=0 TSval=46739522 TSecr=595551796"
"1838","54.957631","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1839","54.958905","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1840","54.959445","192.150.187.11","146.164.69.8","HTTP","628","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1841","54.959507","146.164.69.8","192.150.187.11","TCP","52","[TCP Window Update] 33397 > http [ACK] Seq=748 Ack=1580892 Win=60816 Len=0 TSval=46739523 TSecr=595551796"
"1842","54.970388","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1841#1] 33397 > http [ACK] Seq=748 Ack=1580892 Win=60816 Len=0 TSval=46739523 TSecr=595551796"
"1843","54.984968","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1841#2] 33397 > http [ACK] Seq=748 Ack=1580892 Win=60816 Len=0 TSval=46739541 TSecr=595551796"
"1844","54.985037","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1841#3] 33397 > http [ACK] Seq=748 Ack=1580892 Win=60816 Len=0 TSval=46739541 TSecr=595551796"
"1845","54.986365","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1846","55.329362","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739571 TSecr=595551843"
"1847","55.329432","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1846#1] 33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739571 TSecr=595551843"
"1848","55.330756","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1849","55.330816","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1846#2] 33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739571 TSecr=595551843"
"1850","55.375573","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1846#3] 33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739572 TSecr=595551843"
"1851","55.376918","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1852","55.676542","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1846#4] 33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739606 TSecr=595551843"
"1853","55.676610","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1846#5] 33397 > http [ACK] Seq=748 Ack=1582340 Win=59368 Len=0 TSval=46739611 TSecr=595551843"
"1854","56.327860","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1855","56.627154","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1583788 Win=57920 Len=0 TSval=46739706 TSecr=595551981"
"1856","56.628523","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1857","56.629749","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1858","57.627851","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1859","57.856114","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1599716 Win=50680 Len=0 TSval=46739837 TSecr=595552111"
"1860","57.857475","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1861","57.858789","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1862","58.084999","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1601164 Win=63712 Len=0 TSval=46739860 TSecr=595552133"
"1863","58.086353","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1864","58.087588","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1865","58.184615","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1602612 Win=63712 Len=0 TSval=46739861 TSecr=595552133"
"1866","58.185966","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1867","58.275382","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1604060 Win=63712 Len=0 TSval=46739879 TSecr=595552156"
"1868","58.275453","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1605508 Win=63712 Len=0 TSval=46739879 TSecr=595552156"
"1869","58.276772","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1870","58.278763","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1871","58.375163","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1606956 Win=63712 Len=0 TSval=46739889 TSecr=595552166"
"1872","58.376524","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1873","58.377761","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1874","58.467239","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1608404 Win=63712 Len=0 TSval=46739898 TSecr=595552175"
"1875","58.468596","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1876","58.469055","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1609852 Win=63712 Len=0 TSval=46739898 TSecr=595552175"
"1877","58.470415","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1878","58.572928","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1611300 Win=63712 Len=0 TSval=46739909 TSecr=595552185"
"1879","58.574283","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1880","58.833266","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1878#1] 33397 > http [ACK] Seq=748 Ack=1611300 Win=63712 Len=0 TSval=46739923 TSecr=595552185"
"1881","58.833334","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1878#2] 33397 > http [ACK] Seq=748 Ack=1611300 Win=63712 Len=0 TSval=46739923 TSecr=595552185"
"1882","58.834571","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1878#3] 33397 > http [ACK] Seq=748 Ack=1611300 Win=63712 Len=0 TSval=46739929 TSecr=595552185"
"1883","58.835923","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Fast Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1884","59.341496","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1617092 Win=59368 Len=0 TSval=46739954 TSecr=595552231"
"1885","59.342883","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1886","59.344120","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1887","59.612980","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1618540 Win=63712 Len=0 TSval=46740008 TSecr=595552282"
"1888","59.613049","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1619988 Win=63712 Len=0 TSval=46740008 TSecr=595552282"
"1889","59.614368","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1890","59.615602","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1891","59.616840","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1892","59.845839","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1621436 Win=63712 Len=0 TSval=46740035 TSecr=595552309"
"1893","59.847183","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1894","59.849399","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1622884 Win=63712 Len=0 TSval=46740035 TSecr=595552309"
"1895","59.849473","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1624332 Win=62264 Len=0 TSval=46740035 TSecr=595552309"
"1896","59.851291","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1897","59.852541","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1898","59.853777","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1899","60.226887","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1625780 Win=63712 Len=0 TSval=46740056 TSecr=595552332"
"1900","60.226960","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1627228 Win=63712 Len=0 TSval=46740056 TSecr=595552333"
"1901","60.227041","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1628676 Win=63712 Len=0 TSval=46740056 TSecr=595552333"
"1902","60.228302","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1903","60.229595","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1904","60.230852","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1905","60.230918","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1630124 Win=63712 Len=0 TSval=46740056 TSecr=595552333"
"1906","60.232248","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1907","60.233487","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1908","60.561126","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1631572 Win=63712 Len=0 TSval=46740098 TSecr=595552371"
"1909","60.561202","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1633020 Win=63712 Len=0 TSval=46740099 TSecr=595552371"
"1910","60.562524","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1911","60.564007","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1912","60.564067","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1634468 Win=63712 Len=0 TSval=46740099 TSecr=595552371"
"1913","60.564141","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1635916 Win=63712 Len=0 TSval=46740099 TSecr=595552371"
"1914","60.565426","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1915","60.566660","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1916","60.832941","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1913#1] 33397 > http [ACK] Seq=748 Ack=1635916 Win=63712 Len=0 TSval=46740130 TSecr=595552371"
"1917","60.833140","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1913#2] 33397 > http [ACK] Seq=748 Ack=1635916 Win=63712 Len=0 TSval=46740130 TSecr=595552371"
"1918","60.833262","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1913#3] 33397 > http [ACK] Seq=748 Ack=1635916 Win=63712 Len=0 TSval=46740130 TSecr=595552371"
"1919","60.833334","146.164.69.8","192.150.187.11","TCP","52","[TCP Dup ACK 1913#4] 33397 > http [ACK] Seq=748 Ack=1635916 Win=63712 Len=0 TSval=46740130 TSecr=595552371"
"1920","60.834648","192.150.187.11","146.164.69.8","HTTP","1500","[TCP Fast Retransmission] Continuation or non-HTTP traffic[Packet size limited during capture]"
"1921","60.835884","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1922","61.047773","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1643156 Win=57920 Len=0 TSval=46740155 TSecr=595552431"
"1923","61.047901","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1644604 Win=63712 Len=0 TSval=46740156 TSecr=595552431"
"1924","61.049176","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1925","61.050410","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1926","61.051650","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1927","61.310421","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1646052 Win=63712 Len=0 TSval=46740182 TSecr=595552453"
"1928","61.310539","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1647500 Win=63712 Len=0 TSval=46740183 TSecr=595552453"
"1929","61.311826","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1930","61.313238","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1931","61.320370","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1648948 Win=63712 Len=0 TSval=46740184 TSecr=595552453"
"1932","61.321766","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1933","61.323001","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1934","61.544336","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1650396 Win=63712 Len=0 TSval=46740206 TSecr=595552479"
"1935","61.545716","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1936","61.572885","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1651844 Win=63712 Len=0 TSval=46740208 TSecr=595552479"
"1937","61.574244","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1938","61.589266","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1653292 Win=63712 Len=0 TSval=46740209 TSecr=595552480"
"1939","61.590603","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1940","61.590666","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1654740 Win=63712 Len=0 TSval=46740210 TSecr=595552480"
"1941","61.592000","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1942","61.593232","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1943","61.904827","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1656188 Win=63712 Len=0 TSval=46740225 TSecr=595552502"
"1944","61.904944","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1657636 Win=63712 Len=0 TSval=46740231 TSecr=595552505"
"1945","61.906229","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1946","61.906314","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1659084 Win=63712 Len=0 TSval=46740232 TSecr=595552507"
"1947","61.906411","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1660532 Win=63712 Len=0 TSval=46740232 TSecr=595552507"
"1948","61.906546","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1661980 Win=63712 Len=0 TSval=46740232 TSecr=595552507"
"1949","61.907825","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1950","61.909065","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1951","61.910297","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1952","61.911528","192.150.187.11","146.164.69.8","HTTP","1500","Continuation or non-HTTP traffic[Packet size limited during capture]"
"1953","62.238248","146.164.69.8","192.150.187.11","TCP","52","33397 > http [ACK] Seq=748 Ack=1663428 Win=63712 Len=0 TSval=46740265 TSecr=595552538"
